Ticker,Name,Sector
PENN,PENN NATIONAL GAMING INC,consumer-cyclical
CZR,CAESARS ENTERTAINMENT INC,consumer-cyclical
PLUG,PLUG POWER INC,industrials
RARE,ULTRAGENYX PHARMACEUTICAL INC,healthcare
MRTX,MIRATI THERAPEUTICS INC,healthcare
RUN,SUNRUN INC,industrials
DAR,DARLING INGREDIENTS INC,consumer-defensive
DECK,DECKERS OUTDOOR CORP,consumer-cyclical
ARWR,ARROWHEAD PHARMACEUTICALS INC,healthcare
CHDN,CHURCHILL DOWNS INC,consumer-cyclical
NVAX,NOVAVAX INC,healthcare
NTRA,NATERA INC,healthcare
IIVI,II VI INC,technology
RDFN,REDFIN CORP,real-estate
LAD,LITHIA MOTORS INC CLASS A,consumer-cyclical
RH,RH,consumer-cyclical
BPMC,BLUEPRINT MEDICINES CORP,healthcare
BL,BLACKLINE INC,technology
SITE,SITEONE LANDSCAPE SUPPLY INC,industrials
IRTC,IRHYTHM TECHNOLOGIES INC,healthcare
FATE,FATE THERAPEUTICS INC,healthcare
LHCG,LHC GROUP INC,healthcare
BLD,TOPBUILD CORP,consumer-cyclical
TTEK,TETRA TECH INC,industrials
TGTX,TG THERAPEUTICS INC,healthcare
QTWO,Q2 HOLDINGS INC,technology
FOLD,AMICUS THERAPEUTICS INC,healthcare
NVRO,NEVRO CORP,healthcare
PFGC,PERFORMANCE FOOD GROUP,consumer-defensive
XTSLA,BLK CSH FND TREASURY SL AGENCY,cash-derivatives
LSCC,LATTICE SEMICONDUCTOR CORP,technology
YETI,YETI HOLDINGS INC,consumer-cyclical
HALO,HALOZYME THERAPEUTICS INC,healthcare
NEO,NEOGENOMICS INC,healthcare
HELE,HELEN OF TROY LTD,consumer-cyclical
APPN,APPIAN CORP CLASS A,technology
NVTA,INVITAE CORP,healthcare
SLAB,SILICON LABORATORIES INC,technology
DNLI,DENALI THERAPEUTICS INC,healthcare
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,utilities
FRPT,FRESHPET INC,consumer-defensive
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,consumer-cyclical
EGP,EASTGROUP PROPERTIES REIT INC,real-estate
CLF,CLEVELAND CLIFFS INC,basic-materials
BRKS,BROOKS AUTOMATION INC,technology
TXRH,TEXAS ROADHOUSE INC,consumer-cyclical
BJ,BJS WHOLESALE CLUB HOLDINGS INC,consumer-defensive
KNSL,KINSALE CAPITAL GROUP INC,financial-services
SF,STIFEL FINANCIAL CORP,financial-services
SSB,SOUTH STATE CORP,financial-services
VRNS,VARONIS SYSTEMS INC,technology
HQY,HEALTHEQUITY INC,healthcare
SAIL,SAILPOINT TECHNOLOGIES HOLDINGS IN,technology
EME,EMCOR GROUP INC,industrials
INSP,INSPIRE MEDICAL SYSTEMS INC,healthcare
ESNT,ESSENT GROUP LTD,financial-services
OMCL,OMNICELL INC,healthcare
APPS,DIGITAL TURBINE INC,technology
SAIA,SAIA INC,industrials
TWST,TWIST BIOSCIENCE CORP,healthcare
BBIO,BRIDGEBIO PHARMA INC,healthcare
TPTX,TURNING POINT THERAPEUTICS INC,healthcare
SMTC,SEMTECH CORP,technology
FFIN,FIRST FINANCIAL BANKSHARES INC,financial-services
STAG,STAG INDUSTRIAL REIT INC,real-estate
BLDR,BUILDERS FIRSTSOURCE INC,industrials
POWI,POWER INTEGRATIONS INC,technology
KOD,KODIAK SCIENCES INC,healthcare
RXN,REXNORD CORP,industrials
RAMP,LIVERAMP HOLDINGS INC,technology
EXPO,EXPONENT INC,industrials
MMS,MAXIMUS INC,technology
WMS,ADVANCED DRAINAGE SYSTEMS INC,industrials
ROLL,RBC BEARINGS INC,industrials
ALRM,ALARM.COM HOLDINGS INC,technology
HASI,HANNON ARMSTRONG SUSTAINABLE INFRA,financial-services
ENV,ENVESTNET INC,technology
BHVN,BIOHAVEN PHARMACEUTICAL HOLDING CO,healthcare
GBCI,GLACIER BANCORP INC,financial-services
ACIW,ACI WORLDWIDE INC,technology
EBS,EMERGENT BIOSOLUTIONS INC,healthcare
RPD,RAPID7 INC,technology
ASGN,ASGN INC,industrials
CROX,CROCS INC,consumer-cyclical
NOVT,NOVANTA INC,technology
PRLB,PROTO LABS INC,industrials
WING,WINGSTOP INC,consumer-cyclical
IRDM,IRIDIUM COMMUNICATIONS INC,communication-services
JCOM,J2 GLOBAL INC,technology
RLI,RLI CORP,financial-services
CCMP,CMC MATERIALS INC,technology
NEOG,NEOGEN CORP,healthcare
QLYS,QUALYS INC,technology
FOXF,FOX FACTORY HOLDING CORP,consumer-cyclical
SFIX,STITCH FIX INC CLASS A,consumer-cyclical
ARNA,ARENA PHARMACEUTICALS INC,healthcare
THC,TENET HEALTHCARE CORP,healthcare
LPX,LOUISIANA PACIFIC CORP,basic-materials
KBR,KBR INC,technology
PTCT,PTC THERAPEUTICS INC,healthcare
AA,ALCOA CORP,basic-materials
VRNT,VERINT SYSTEMS INC,technology
OGS,ONE GAS INC,utilities
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,real-estate
SSD,SIMPSON MANUFACTURING INC,industrials
EDIT,EDITAS MEDICINE INC,healthcare
GTLS,CHART INDUSTRIES INC,industrials
SIGI,SELECTIVE INSURANCE GROUP INC,financial-services
HR,HEALTHCARE REALTY TRUST REIT INC,real-estate
LPSN,LIVEPERSON INC,technology
ENSG,ENSIGN GROUP INC,healthcare
OVV,OVINTIV INC,energy
PNM,PNM RESOURCES INC,utilities
VLY,VALLEY NATIONAL,financial-services
MEDP,MEDPACE HOLDINGS INC,healthcare
QTS,QTS REALTY REIT INC TRUST CLASS A,real-estate
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,financial-services
UBSI,UNITED BANKSHARES INC,financial-services
PRG,PROG HOLDINGS INC,financial-services
TRNO,TERRENO REALTY REIT CORP,real-estate
RDN,RADIAN GROUP INC,financial-services
BKH,BLACK HILLS CORP,utilities
INSM,INSMED INC,healthcare
POR,PORTLAND GENERAL ELECTRIC,utilities
JBT,JOHN BEAN TECHNOLOGIES CORP,industrials
DOC,PHYSICIANS REALTY TRUST REIT,real-estate
AEIS,ADVANCED ENERGY INDUSTRIES INC,technology
MTZ,MASTEC INC,industrials
UPWK,UPWORK INC,industrials
CRNC,CERENCE INC,technology
SPSC,SPS COMMERCE INC,technology
FGEN,FIBROGEN INC,healthcare
WCC,WESCO INTERNATIONAL INC,industrials
CNNE,CANNAE HOLDINGS INC,financial-services
TENB,TENABLE HOLDINGS INC,technology
X,US STEEL CORP,basic-materials
CDLX,CARDLYTICS INC,communication-services
EYE,NATIONAL VISION HOLDINGS INC,consumer-cyclical
WDFC,WD-40,consumer-defensive
BCPC,BALCHEM CORP,basic-materials
AVNT,AVIENT CORP,basic-materials
SBRA,SABRA HEALTH CARE REIT INC,real-estate
MUSA,MURPHY USA INC,consumer-cyclical
CIT,CIT GROUP INC,financial-services
STMP,STAMPS.COM INC,consumer-cyclical
WSC,WILLSCOT MOBILE MINI HOLDINGS CORP,industrials
ENS,ENERSYS,industrials
HLI,HOULIHAN LOKEY INC CLASS A,financial-services
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,healthcare
ITRI,ITRON INC,technology
TRUP,TRUPANION INC,financial-services
STAA,STAAR SURGICAL,healthcare
BCO,BRINKS,industrials
WK,WORKIVA INC CLASS A,technology
VC,VISTEON CORP,consumer-cyclical
BYD,BOYD GAMING CORP,consumer-cyclical
ADC,AGREE REALTY REIT CORP,real-estate
BMCH,BMC STOCK HOLDINGS INC,industrials
TMHC,TAYLOR MORRISON HOME CORP,consumer-cyclical
BAND,BANDWIDTH INC CLASS A,communication-services
ORA,ORMAT TECH INC,utilities
AIMC,ALTRA INDUSTRIAL MOTION CORP,industrials
SWX,SOUTHWEST GAS HOLDINGS INC,utilities
ALLK,ALLAKOS INC,healthcare
TNET,TRINET GROUP INCINARY,industrials
UFPI,UFP INDUSTRIES INC,industrials
LIVN,LIVANOVA PLC,healthcare
FORM,FORMFACTOR INC,technology
CDNA,CAREDX INC,healthcare
LCII,LCI INDUSTRIES,consumer-cyclical
NJR,NEW JERSEY RESOURCES CORP,utilities
EGHT,8X8 INC,technology
KWR,QUAKER CHEMICAL CORP,basic-materials
PRSP,PERSPECTA INC,technology
PCH,POTLATCHDELTIC CORP,real-estate
MTH,MERITAGE CORP,consumer-cyclical
LANC,LANCASTER COLONY CORP,consumer-defensive
SR,SPIRE INC,utilities
VIAV,VIAVI SOLUTIONS INC,technology
CBU,COMMUNITY BANK SYSTEM INC,financial-services
CBRL,CRACKER BARREL OLD COUNTRY STORE I,consumer-cyclical
APLS,APELLIS PHARMACEUTICALS INC,healthcare
WTS,WATTS WATER TECHNOLOGIES INC CLASS,industrials
AMN,AMN HEALTHCARE INC,healthcare
CNO,CNO FINANCIAL GROUP INC,financial-services
FELE,FRANKLIN ELECTRIC INC,industrials
HL,HECLA MINING,basic-materials
VG,VONAGE HOLDINGS CORP,communication-services
SHAK,SHAKE SHACK INC CLASS A,consumer-cyclical
CVET,COVETRUS INC,healthcare
ONEM,1LIFE HEALTHCARE INC,healthcare
UNF,UNIFIRST CORP,industrials
ALE,ALLETE INC,utilities
SXT,SENSIENT TECHNOLOGIES CORP,basic-materials
KBH,KB HOME,consumer-cyclical
NSP,INSPERITY INC,industrials
ADNT,ADIENT PLC,consumer-cyclical
MIME,MIMECAST LTD,technology
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,industrials
RHP,RYMAN HOSPITALITY PROPERTIES REIT,real-estate
GKOS,GLAUKOS CORP,healthcare
KMT,KENNAMETAL INC,industrials
NSTG,NANOSTRING TECHNOLOGIES INC,healthcare
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,industrials
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,industrials
CWST,CASELLA WASTE SYSTEMS INC CLASS A,industrials
NHI,NATIONAL HEALTH INVESTORS REIT INC,real-estate
CCXI,CHEMOCENTRYX INC,healthcare
CARG,CARGURUS INC CLASS A,communication-services
CNMD,CONMED CORP,healthcare
NGVT,INGEVITY CORP,basic-materials
UMBF,UMB FINANCIAL CORP,financial-services
TRTN,TRITON INTERNATIONAL LTD,industrials
HMSY,HMS HOLDINGS CORP,healthcare
HOMB,HOME BANCSHARES INC,financial-services
TCBI,TEXAS CAPITAL BANCSHARES INC,financial-services
PZZA,PAPA JOHNS INTERNATIONAL INC,consumer-cyclical
FCFS,FIRSTCASH INC,financial-services
LXP,LEXINGTON REALTY TRUST REIT,real-estate
TGNA,TEGNA INC,communication-services
SEM,SELECT MEDICAL HOLDINGS CORP,healthcare
M,MACYS INC,consumer-cyclical
AMBA,AMBARELLA INC,technology
CMD,CANTEL MEDICAL CORP,healthcare
SVMK,SVMK INC,technology
MMSI,MERIT MEDICAL SYSTEMS INC,healthcare
BKU,BANKUNITED INC,financial-services
DIOD,DIODES INC,technology
AEO,AMERICAN EAGLE OUTFITTERS INC,consumer-cyclical
AWR,AMERICAN STATES WATER,utilities
BEAM,BEAM THERAPEUTICS INC,healthcare
GATX,GATX CORP,industrials
ARNC,ARCONIC CORP,basic-materials
EXLS,EXLSERVICE HOLDINGS INC,technology
APPF,APPFOLIO INC CLASS A,technology
NWE,NORTHWESTERN CORP,utilities
ROG,ROGERS CORP,technology
SWAV,SHOCKWAVE MEDICAL INC,healthcare
DAN,DANA INCORPORATED INC,consumer-cyclical
HWC,HANCOCK WHITNEY CORP,financial-services
REZI,RESIDEO TECHNOLOGIES INC,industrials
CSOD,CORNERSTONE ONDEMAND INC,technology
FN,FABRINET,technology
SYNA,SYNAPTICS INC,technology
FHI,FEDERATED HERMES INC CLASS B,financial-services
SHOO,STEVEN MADDEN LTD,consumer-cyclical
HI,HILLENBRAND INC,industrials
BXS,BANCORPSOUTH,financial-services
NTLA,INTELLIA THERAPEUTICS INC,healthcare
BLKB,BLACKBAUD INC,technology
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,financial-services
ACIA,ACACIA COMMUNICATIONS INC,technology
VCYT,VERACYTE INC,healthcare
ABG,ASBURY AUTOMOTIVE GROUP INC.,consumer-cyclical
PFSI,PENNYMAC FINANCIAL SERVICES INC,financial-services
FUL,HB FULLER,basic-materials
PDCO,PATTERSON COMPANIES INC,healthcare
BOX,BOX INC CLASS A,technology
ABM,ABM INDUSTRIES INC,industrials
OSTK,OVERSTOCK COM INC,consumer-cyclical
SAFM,SANDERSON FARMS INC,consumer-defensive
FCEL,FUELCELL ENERGY INC,industrials
AVA,AVISTA CORP,utilities
ITGR,INTEGER HOLDINGS CORP,healthcare
VSH,VISHAY INTERTECHNOLOGY INC,technology
NUVA,NUVASIVE INC,healthcare
BMI,BADGER METER INC,technology
AAON,AAON INC,industrials
GDOT,GREEN DOT CORP CLASS A,financial-services
CWT,CALIFORNIA WATER SERVICE GROUP,utilities
MDC,MDC HOLDINGS INC,consumer-cyclical
ACA,ARCOSA INC,industrials
EBC,EASTERN BANKSHARES INC,financial-services
NSIT,INSIGHT ENTERPRISES INC,technology
PSB,PS BUSINESS PARKS REIT INC,real-estate
CHX,CHAMPIONX CORP,energy
HLNE,HAMILTON LANE INC CLASS A,financial-services
MGEE,MGE ENERGY INC,utilities
CWEN,CLEARWAY ENERGY INC CLASS C,utilities
CLDR,CLOUDERA INC,technology
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,communication-services
CORT,CORCEPT THERAPEUTICS INC,healthcare
HGV,HILTON GRAND VACATIONS INC,consumer-cyclical
WD,WALKER & DUNLOP INC,financial-services
ESE,ESCO TECHNOLOGIES INC,industrials
SCL,STEPAN,basic-materials
PCRX,PACIRA BIOSCIENCES INC,healthcare
AUB,ATLANTIC UNION BANKSHARES CORP,financial-services
LGIH,LGI HOMES INC,consumer-cyclical
SAVE,SPIRIT AIRLINES INC,industrials
EVTC,EVERTEC INC,technology
MGNI,MAGNITE INC,consumer-cyclical
FLOW,SPX FLOW INC,industrials
ALTR,ALTAIR ENGINEERING INC CLASS A,technology
WWW,WOLVERINE WORLD WIDE INC,consumer-cyclical
APG,API GROUP CORP,industrials
CVBF,CVB FINANCIAL CORP,financial-services
REGI,RENEWABLE ENERGY INC,energy
XNCR,XENCOR INC,healthcare
MATX,MATSON INC,industrials
NG,NOVAGOLD RESOURCES INC,basic-materials
RCM,R1 RCM INC,healthcare
ESGR,ENSTAR GROUP LTD,financial-services
CNX,CNX RESOURCES CORP,energy
ONB,OLD NATIONAL BANCORP,financial-services
PRMW,PRIMO WATER CORP,consumer-defensive
LTHM,LIVENT CORP,basic-materials
DOOR,MASONITE INTERNATIONAL CORP,industrials
ABCB,AMERIS BANCORP,financial-services
EAT,BRINKER INTERNATIONAL INC,consumer-cyclical
IBP,INSTALLED BUILDING PRODUCTS INC,consumer-cyclical
WERN,WERNER ENTERPRISES INC,industrials
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,technology
BEAT,BIOTELEMETRY INC,healthcare
GT,GOODYEAR TIRE & RUBBER,consumer-cyclical
SDGR,SCHRODINGER INC,healthcare
ATRC,ATRICURE INC,healthcare
PEB,PEBBLEBROOK HOTEL TRUST REIT,real-estate
B,BARNES GROUP INC,industrials
MC,MOELIS CLASS A,financial-services
CMC,COMMERCIAL METALS,basic-materials
MOGA,MOOG INC CLASS A,industrials
DORM,DORMAN PRODUCTS INC,consumer-cyclical
BBBY,BED BATH AND BEYOND INC,consumer-cyclical
TEX,TEREX CORP,industrials
ARVN,ARVINAS INC,healthcare
KAR,KAR AUCTION SERVICES INC,industrials
ISBC,INVESTORS BANCORP INC,financial-services
CDE,COEUR MINING INC,basic-materials
STRA,STRATEGIC EDUCATION INC,consumer-cyclical
INDB,INDEPENDENT BANK CORP,financial-services
KFY,KORN FERRY,industrials
SHO,SUNSTONE HOTEL INVESTORS REIT INC,real-estate
ROCK,GIBRALTAR INDUSTRIES INC,industrials
PPBI,PACFIC PREMIER BANCORP INC,financial-services
CLNY,COLONY CAPITAL INC CLASS A,real-estate
BE,BLOOM ENERGY CLASS A CORP,industrials
NGHC,NATIONAL GENERAL HOLDINGS CORP,financial-services
MXL,MAXLINEAR INC,technology
SGMS,SCIENTIFIC GAMES CORP,consumer-cyclical
CATY,CATHAY GENERAL BANCORP,financial-services
JJSF,J AND J SNACK FOODS CORP,consumer-defensive
AQUA,EVOQUA WATER TECHNOLOGIES CORP,industrials
BRC,BRADY NONVOTING CORP CLASS A,industrials
IBTX,INDEPENDENT BANK GROUP INC,financial-services
ELY,CALLAWAY GOLF,consumer-cyclical
FLR,FLUOR CORP,industrials
KURA,KURA ONCOLOGY INC,healthcare
AIN,ALBANY INTERNATIONAL CORP CLASS A,industrials
IRBT,IROBOT CORP,consumer-cyclical
COLB,COLUMBIA BANKING SYSTEM INC,financial-services
PLXS,PLEXUS CORP,technology
ALGT,ALLEGIANT TRAVEL,industrials
AVNS,AVANOS MEDICAL INC,healthcare
MANT,MANTECH INTERNATIONAL CORP CLASS A,technology
MED,MEDIFAST INC,consumer-defensive
COOP,MR COOPER GROUP INC,financial-services
SPXC,SPX CORP,industrials
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,utilities
RLJ,RLJ LODGING TRUST REIT,real-estate
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,financial-services
CVLT,COMMVAULT SYSTEMS INC,technology
ONTO,ONTO INNOVATION INC,technology
SJI,S JERSEY INDS INC,utilities
SNBR,SLEEP NUMBER CORP,consumer-cyclical
SUM,SUMMIT MATERIALS INC CLASS A,basic-materials
TPH,TRI POINTE GROUP INC,consumer-cyclical
MSTR,MICROSTRATEGY INC CLASS A,technology
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,healthcare
NAV,NAVISTAR INTERNATIONAL CORP,industrials
NSA,NATIONAL STORAGE AFFILIATES TRUST,real-estate
SMPL,THE SIMPLY GOOD FOODS COMPANY,consumer-defensive
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,utilities
UNIT,UNITI GROUP INC,real-estate
EPAY,BOTTOMLINE TECHNOLOGIES INC,technology
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,healthcare
AXSM,AXSOME THERAPEUTICS INC,healthcare
DY,DYCOM INDUSTRIES INC,industrials
CTRE,CARETRUST REIT INC,real-estate
IOSP,INNOSPEC INC,basic-materials
KTB,KONTOOR BRANDS INC,consumer-cyclical
GNW,GENWORTH FINANCIAL A INC,financial-services
THRM,GENTHERM INC,consumer-cyclical
XPER,XPERI HOLDING CORP,technology
FWRD,FORWARD AIR CORP,industrials
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,real-estate
AX,AXOS FINANCIAL INC,financial-services
BECN,BEACON ROOFING SUPPLY INC,industrials
SHEN,SHENANDOAH TELECOMMUNICATIONS,communication-services
WSFS,WSFS FINANCIAL CORP,financial-services
KW,KENNEDY WILSON HOLDINGS INC,real-estate
PSMT,PRICESMART INC,consumer-defensive
SANM,SANMINA CORP,technology
DCPH,DECIPHERA PHARMACEUTICALS INC,healthcare
JACK,JACK IN THE BOX INC,consumer-cyclical
SWN,SOUTHWESTERN ENERGY,energy
CMP,COMPASS MINERALS INTERNATIONAL INC,basic-materials
OMI,OWENS & MINOR INC,healthcare
FULT,FULTON FINANCIAL CORP,financial-services
MLHR,HERMAN MILLER INC,industrials
GPI,GROUP AUTOMOTIVE INC,consumer-cyclical
MAXR,MAXAR TECHNOLOGIES INC,industrials
MTX,MINERALS TECHNOLOGIES INC,basic-materials
HCSG,HEALTHCARE SERVICES INC,industrials
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,financial-services
FCPT,FOUR CORNERS PROPERTY INC TRUST,real-estate
ATI,ALLEGHENY TECHNOLOGIES INC,basic-materials
RMBS,RAMBUS INC,technology
CIM,CHIMERA INVESTMENT CORP,financial-services
YELP,YELP INC,communication-services
PDM,PIEDMONT OFFICE REALTY TRUST REIT,real-estate
SKYW,SKYWEST INC,industrials
FRME,FIRST MERCHANTS CORP,financial-services
ATKR,ATKORE INTERNATIONAL GROUP INC,industrials
WKHS,WORKHORSE GROUP INC,consumer-cyclical
HTH,HILLTOP HOLDINGS INC,financial-services
SFBS,SERVISFIRST BANCSHARES INC,financial-services
FSS,FEDERAL SIGNAL CORP,industrials
WAFD,WASHINGTON FEDERAL INC,financial-services
MLI,MUELLER INDUSTRIES INC,industrials
PRGS,PROGRESS SOFTWARE CORP,technology
UCBI,UNITED COMMUNITY BANKS INC,financial-services
SONO,SONOS INC,consumer-cyclical
IBOC,INTERNATIONAL BANCSHARES CORP,financial-services
SPWR,SUNPOWER CORP,technology
EPC,EDGEWELL PERSONAL CARE,consumer-defensive
MTOR,MERITOR INC,industrials
NTCT,NETSCOUT SYSTEMS INC,technology
WGO,WINNEBAGO INDUSTRIES INC,consumer-cyclical
IDCC,INTERDIGITAL INC,technology
WSBC,WESBANCO INC,financial-services
NMIH,NMI HOLDINGS INC CLASS A,financial-services
CTB,COOPER TIRE AND RUBBER,consumer-cyclical
BCC,BOISE CASCADE,basic-materials
FIX,COMFORT SYSTEMS USA INC,industrials
PRO,PROS HOLDINGS INC,technology
INT,WORLD FUEL SERVICES CORP,energy
PDCE,PDC ENERGY INC,energy
ITCI,INTRA CELLULAR THERAPIES INC,healthcare
MGLN,MAGELLAN HEALTH INC,healthcare
IRWD,IRONWOOD PHARMA INC CLASS A,healthcare
CAR,AVIS BUDGET GROUP INC,industrials
BGS,B AND G FOODS INC,consumer-defensive
EXPI,EXP WORLD HOLDINGS INC,real-estate
HUBG,HUB GROUP INC CLASS A,industrials
MWA,MUELLER WATER PRODUCTS INC SERIES,industrials
SVC,SERVICE PROPERTIES TRUST,real-estate
CUB,CUBIC CORP,industrials
IMVT,IMMUNOVANT INC,healthcare
URBN,URBAN OUTFITTERS INC,consumer-cyclical
ATSG,AIR TRANSPORT SERVICES GROUP INC,industrials
AVAV,AEROVIRONMENT INC,industrials
EHTH,EHEALTH INC,financial-services
FBP,FIRST BANCORP,financial-services
RCKT,ROCKET PHARMACEUTICALS INC,healthcare
RPAI,RETAIL PROPERTIES OF AMERICA REIT,real-estate
SRNE,SORRENTO THERAPEUTICS INC,healthcare
INFN,INFINERA CORP,technology
OPK,OPKO HEALTH INC,healthcare
FBC,FLAGSTAR BANCORP INC,financial-services
CNS,COHEN & STEERS INC,financial-services
TSE,TRINSEO,basic-materials
BDC,BELDEN INC,technology
CPK,CHESAPEAKE UTILITIES CORP,utilities
VRRM,VERRA MOBILITY CORP CLASS A,technology
PHR,PHREESIA INC,healthcare
PBH,PRESTIGE CONSUMER HEALTHCARE INC,healthcare
SJW,SJW GROUP,utilities
OI,O I GLASS INC,basic-materials
WRE,WASHINGTON REAL ESTATE INVESTMENT,real-estate
PIPR,PIPER SANDLER COMPANIES,financial-services
FIT,FITBIT INC CLASS A,technology
PLMR,PALOMAR HOLDINGS INC,financial-services
WOR,WORTHINGTON INDUSTRIES INC,basic-materials
PRAA,PRA GROUP INC,financial-services
VGR,VECTOR GROUP LTD,consumer-defensive
MD,MEDNAX INC,healthcare
SWTX,SPRINGWORKS THERAPEUTICS INC,healthcare
PJT,PJT PARTNERS INC CLASS A,financial-services
TWO,TWO HARBORS INVESTMENT REIT CORP,financial-services
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,communication-services
UFS,DOMTAR CORP,basic-materials
DEA,EASTERLY GOVERNMENT PROPERTIES INC,real-estate
LZB,LA-Z-BOY INC,consumer-cyclical
ATGE,ADTALEM GLOBAL EDUCATION INC,consumer-cyclical
VICR,VICOR CORP,industrials
MFA,MFA FINANCIAL REIT INC,financial-services
BIG,BIG LOTS INC,consumer-cyclical
TWNK,HOSTESS BRANDS INC CLASS A,consumer-defensive
CVCO,CAVCO INDUSTRIES INC,consumer-cyclical
CADE,CADENCE BANCORPORATION CLASS A,financial-services
TRMK,TRUSTMARK CORP,financial-services
OTTR,OTTER TAIL CORP,utilities
CNK,CINEMARK HOLDINGS INC,communication-services
NAVI,NAVIENT CORP,financial-services
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,financial-services
PRSC,PROVIDENCE SERVICE CORP,healthcare
TBIO,TRANSLATE BIO INC,healthcare
RCII,RENT-A-CENTER INC,consumer-cyclical
RLGY,REALOGY HOLDINGS CORP,real-estate
EGOV,NIC INC,technology
GSHD,GOOSEHEAD INSURANCE INC CLASS A,financial-services
DOMO,DOMO INC CLASS B,technology
ADUS,ADDUS HOMECARE CORP,healthcare
CYRX,CRYOPORT INC,healthcare
RVNC,REVANCE THERAPEUTICS INC,healthcare
VVNT,VIVINT SMART HOME INC CLASS A,consumer-cyclical
HMN,HORACE MANN EDUCATORS CORP,financial-services
CSII,CARDIOVASCULAR SYSTEMS INC,healthcare
VIR,VIR BIOTECHNOLOGY INC,healthcare
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,financial-services
SKY,SKYLINE CHAMPION CORP,consumer-cyclical
RNST,RENASANT CORP,financial-services
RUSHA,RUSH ENTERPRISES INC CLASS A,industrials
CWK,CUSHMAN AND WAKEFIELD PLC,real-estate
INO,INOVIO PHARMACEUTICALS INC,healthcare
CALX,CALIX NETWORKS INC,technology
HLIO,HELIOS TECHNOLOGIES INC,industrials
KRTX,KARUNA THERAPEUTICS INC,healthcare
SGMO,SANGAMO THERAPEUTICS INC,healthcare
XHR,XENIA HOTELS RESORTS REIT INC,real-estate
YEXT,YEXT INC,technology
SILK,SILK ROAD MEDICAL INC,healthcare
YMAB,Y MABS THERAPEUTICS INC,healthcare
