Ticker,Name,Sector
HRTX,HERON THERAPEUTICS INC,healthcare
JELD,JELD WEN HOLDING INC,industrials
ATRA,ATARA BIOTHERAPEUTICS INC,healthcare
MNRO,MONRO INC,consumer-cyclical
ABR,ARBOR REALTY TRUST REIT INC,financial-services
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,financial-services
RRR,RED ROCK RESORTS ORS CLASS A INC,consumer-cyclical
BLMN,BLOOMIN BRANDS INC,consumer-cyclical
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,consumer-cyclical
MNR,MONMOUTH REAL ESTATE INVESTMENT RE,real-estate
LAUR,LAUREATE EDUCATION INC CLASS A,consumer-cyclical
AMWD,AMERICAN WOODMARK CORP,industrials
RPAY,REPAY HOLDINGS CORP CLASS A,technology
KAI,KADANT INC,industrials
CMPR,CIMPRESS PLC,industrials
KN,KNOWLES CORP,technology
AVYA,AVAYA HOLDINGS CORP,technology
PNTG,PENNANT GROUP INC,healthcare
PRFT,PERFICIENT INC,technology
CXP,COLUMBIA PROPERTY REIT INC TRUST,real-estate
TOWN,TOWNEBANK,financial-services
FMBI,FIRST MIDWEST BANCORP INC,financial-services
MGRC,MCGRATH RENT,industrials
CAKE,CHEESECAKE FACTORY INC,consumer-cyclical
RVMD,REVOLUTION MEDICINES INC,healthcare
NTB,BANK OF NT BUTTERFIELD & SON LTD,financial-services
SEAS,SEAWORLD ENTERTAINMENT INC,consumer-cyclical
DRH,DIAMONDROCK HOSPITALITY REIT,real-estate
FFBC,FIRST FINANCIAL BANCORP,financial-services
MAC,MACERICH REIT,real-estate
CFFN,CAPITOL FEDERAL FINANCIAL INC,financial-services
UE,URBAN EDGE PROPERTIES,real-estate
NPO,ENPRO INDUSTRIES INC,industrials
COHU,COHU INC,technology
TPIC,TPI COMPOSITES INC,industrials
PATK,PATRICK INDUSTRIES INC,consumer-cyclical
RLAY,RELAY THERAPEUTICS INC,healthcare
CVA,COVANTA HOLDING CORP,industrials
SITC,SITE CENTERS CORP,real-estate
KAMN,KAMAN CORP,industrials
LTC,LTC PROPERTIES REIT INC,real-estate
WDR,WADDELL AND REED FINANCIAL INC CLA,financial-services
GNL,GLOBAL NET LEASE INC,real-estate
OSIS,OSI SYSTEMS INC,technology
TUP,TUPPERWARE BRANDS CORP,consumer-cyclical
SSTK,SHUTTERSTOCK INC,consumer-cyclical
RGNX,REGENXBIO INC,healthcare
VRTS,VIRTUS INVESTMENT PARTNERS INC,financial-services
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,real-estate
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,real-estate
BCRX,BIOCRYST PHARMACEUTICALS INC,healthcare
AMKR,AMKOR TECHNOLOGY INC,technology
USPH,US PHYSICAL THERAPY INC,healthcare
NWN,NORTHWEST NATURAL HOLDING COMPANY,utilities
CSWI,CSW INDUSTRIALS INC,industrials
HRI,HERC HOLDINGS INC,industrials
WBT,WELBILT INC,industrials
GTN,GRAY TELEVISION INC,communication-services
CSGS,CSG SYSTEMS INTERNATIONAL INC,technology
HNI,HNI CORP,industrials
SYKE,SYKES ENTERPRISES INC,technology
RRC,RANGE RESOURCES CORP,energy
ODP,ODP CORP,consumer-cyclical
SASR,SANDY SPRING BANCORP INC,financial-services
AXNX,AXONICS MODULATION TECHNOLOGIES IN,healthcare
DRNA,DICERNA PHARMACEUTICALS INC,healthcare
KALU,KAISER ALUMINIUM CORP,basic-materials
VRTU,VIRTUSA CORP,technology
ALLO,ALLOGENE THERAPEUTICS INC,healthcare
OCUL,OCULAR THERAPEUTIX INC,healthcare
SPT,SPROUT SOCIAL INC CLASS A,technology
SBCF,SEACOAST BANKING OF FLORIDA,financial-services
FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,financial-services
JRVR,JAMES RIVER GROUP HOLDINGS LTD,financial-services
PRK,PARK NATIONAL CORP,financial-services
JOE,ST JOE,real-estate
HTLF,HEARTLAND FINANCIAL USA INC,financial-services
ZNTL,ZENTALIS PHARMACEUTICALS INC,healthcare
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,industrials
AAT,AMERICAN ASSETS TRUST REIT INC,real-estate
GRWG,GROWGENERATION CORP,consumer-cyclical
LGND,LIGAND PHARMACEUTICALS INC,healthcare
TTEC,TTEC HOLDINGS INC,technology
CYTK,CYTOKINETICS INC,healthcare
LOB,LIVE OAK BANCSHARES INC,financial-services
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,financial-services
GLUU,GLU MOBILE INC,communication-services
IMGN,IMMUNOGEN INC,healthcare
HCAT,HEALTH CATALYST INC,healthcare
SIG,SIGNET JEWELERS LTD,consumer-cyclical
GOLF,ACUSHNET HOLDINGS CORP,consumer-cyclical
ICFI,ICF INTERNATIONAL INC,industrials
CCS,CENTURY COMMUNITIES INC,consumer-cyclical
RIG,TRANSOCEAN LTD,energy
MEI,METHODE ELECTRONICS INC,technology
SBH,SALLY BEAUTY HOLDINGS INC,consumer-cyclical
CENTA,CENTRAL GARDEN AND PET CLASS A,consumer-defensive
ALG,ALAMO GROUP INC,industrials
CELH,CELSIUS HOLDINGS INC,consumer-defensive
MRSN,MERSANA THERAPEUTICS INC,healthcare
CORE,CORE MARK HOLDING INC,consumer-cyclical
NYMT,NEW YORK MORTGAGE TRUST REIT INC,financial-services
INOV,INOVALON HOLDINGS INC CLASS A,healthcare
TTGT,TECHTARGET INC,communication-services
RCUS,ARCUS BIOSCIENCES INC,healthcare
AR,ANTERO RESOURCES CORP,energy
MGNX,MACROGENICS INC,healthcare
TVTX,TRAVERE THERAPEUTICS INC,healthcare
LNN,LINDSAY CORP,industrials
MTDR,MATADOR RESOURCES,energy
MHO,M I HOMES INC,consumer-cyclical
TTMI,TTM TECHNOLOGIES INC,technology
CALM,CAL MAINE FOODS INC,consumer-defensive
HSC,HARSCO CORP,industrials
MBUU,MALIBU BOATS CLASS A INC,consumer-cyclical
MCRB,SERES THERAPEUTICS INC,healthcare
UCTT,ULTRA CLEAN HOLDINGS INC,technology
BRMK,BROADMARK REALTY CAPITAL INC,financial-services
MLAB,MESA LABORATORIES INC,healthcare
CBZ,CBIZ INC,industrials
LKFN,LAKELAND FINANCIAL CORP,financial-services
ASTE,ASTEC INDUSTRIES INC,industrials
BGCP,BGC PARTNERS INC CLASS A,financial-services
PRIM,PRIMORIS SERVICES CORP,industrials
CRS,CARPENTER TECHNOLOGY CORP,basic-materials
NWBI,NORTHWEST BANCSHARES INC,financial-services
TNC,TENNANT,industrials
EIDX,EIDOS THERAPEUTICS INC,healthcare
SMCI,SUPER MICRO COMPUTER INC,technology
WABC,WESTAMERICA BANCORPORATION,financial-services
DDD,3D SYSTEMS CORP,technology
HURN,HURON CONSULTING GROUP INC,industrials
NBTB,NBT BANCORP INC,financial-services
FARO,FARO TECHNOLOGIES INC,technology
SWM,SCHWEITZER MAUDUIT INTERNATIONAL I,basic-materials
BRP,BRP GROUP INC CLASS A,financial-services
BANR,BANNER CORP,financial-services
EGBN,EAGLE BANCORP INC,financial-services
COKE,COCA COLA CONSOLIDATED INC,consumer-defensive
ZUO,ZUORA INC CLASS A,technology
MYGN,MYRIAD GENETICS INC,healthcare
STC,STEWART INFO SERVICES CORP,financial-services
WHD,CACTUS INC CLASS A,energy
CATM,CARDTRONICS PLC CLASS A,technology
TRS,TRIMAS CORP,industrials
IRT,INDEPENDENCE REALTY INC TRUST,real-estate
WW,WW INTERNATIONAL INC,consumer-cyclical
MODN,MODEL N INC,technology
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,communication-services
ENDP,ENDO INTERNATIONAL PLC,healthcare
MTRN,MATERION CORP,basic-materials
GVA,GRANITE CONSTRUCTION INC,industrials
SAFE,SAFEHOLD INC,real-estate
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,consumer-cyclical
ANF,ABERCROMBIE AND FITCH CLASS A,consumer-cyclical
TROX,TRONOX HOLDINGS PLC,basic-materials
PFS,PROVIDENT FINANCIAL SERVICES INC,financial-services
KRG,KITE REALTY GROUP TRUST REIT,real-estate
PAR,PAR TECHNOLOGY CORP,technology
VCRA,VOCERA COMMUNICATIONS INC,healthcare
AMRC,AMERESCO INC CLASS A,industrials
LASR,NLIGHT INC,technology
VCEL,VERICEL CORP,healthcare
MSEX,MIDDLESEX WATER,utilities
UVV,UNIVERSAL CORP,consumer-defensive
GMS,GMS INC,industrials
EPAC,ENERPAC TOOL GROUP CORP CLASS A,industrials
AZZ,AZZ INC,industrials
SRRK,SCHOLAR ROCK HOLDING CORP,healthcare
GEF,GREIF INC CLASS A,basic-materials
REAL,THE REALREAL INC,consumer-cyclical
UPLD,UPLAND SOFTWARE INC,technology
RAVN,RAVEN INDUSTRIES INC,industrials
VSTO,VISTA OUTDOOR INC,consumer-cyclical
NNI,NELNET INC CLASS A,financial-services
CVGW,CALAVO GROWERS INC,consumer-defensive
EB,EVENTBRITE CLASS A INC,communication-services
AKR,ACADIA REALTY TRUST REIT,real-estate
ECPG,ENCORE CAPITAL GROUP INC,financial-services
EVH,EVOLENT HEALTH INC CLASS A,healthcare
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,financial-services
PGTI,PGT INNOVATIONS INC,industrials
NTGR,NETGEAR INC,technology
ALEX,ALEXANDER & BALDWIN INC,real-estate
PLUS,EPLUS,technology
SCS,STEELCASE INC CLASS A,industrials
EVOP,EVO PAYMENTS INC CLASS A,technology
AIR,AAR CORP,industrials
HOPE,HOPE BANCORP INC,financial-services
CERS,CERUS CORP,healthcare
AMSF,AMERISAFE INC,financial-services
BOOT,BOOT BARN HOLDINGS INC,consumer-cyclical
VBTX,VERITEX HOLDINGS INC,financial-services
AROC,ARCHROCK INC,energy
OCFC,OCEANFIRST FINANCIAL CORP,financial-services
KPTI,KARYOPHARM THERAPEUTICS INC,healthcare
GBX,GREENBRIER INC,industrials
FOE,FERRO CORP,basic-materials
SAFT,SAFETY INSURANCE GROUP INC,financial-services
UIS,UNISYS CORP,technology
ECOL,US ECOLOGY INC,industrials
TBK,TRIUMPH BANCORP INC,financial-services
WIRE,ENCORE WIRE CORP,industrials
MTSC,MTS SYSTEMS CORP,technology
EVRI,EVERI HOLDINGS INC,consumer-cyclical
CASH,META FINANCIAL GROUP INC,financial-services
GCP,GCP APPLIED TECHNOLOGIES INC,basic-materials
DRQ,DRIL QUIP INC,energy
ARCB,ARCBEST CORP,industrials
CLI,MACK-CALI REALTY REIT CORP,real-estate
ZGNX,ZOGENIX INC,healthcare
OPI,OFFICE PROPERTIES INCOME TRUST,real-estate
EPZM,EPIZYME INC,healthcare
DLX,DELUXE CORP,industrials
CWENA,CLEARWAY ENERGY INC CLASS A,utilities
CTS,CTS CORP,technology
ADVM,ADVERUM BIOTECHNOLOGIES INC,healthcare
FBK,FB FINANCIAL CORP,financial-services
BUSE,FIRST BUSEY CORP,financial-services
NMRK,NEWMARK GROUP INC CLASS A,real-estate
GPRO,GOPRO INC CLASS A,consumer-cyclical
RGR,STURM RUGER INC,consumer-cyclical
PGNY,PROGYNY INC,healthcare
BANF,BANCFIRST CORP,financial-services
STAR,ISTAR REIT INC,real-estate
MRTN,MARTEN TRANSPORT LTD,industrials
SUPN,SUPERNUS PHARMACEUTICALS INC,healthcare
PING,PING IDENTITY HOLDING CORP,technology
CDXS,CODEXIS INC,healthcare
CNST,CONSTELLATION PHARMACEUTICALS INC,healthcare
LADR,LADDER CAPITAL CORP CLASS A,financial-services
LMNX,LUMINEX CORP,healthcare
NXGN,NEXTGEN HEALTHCARE INC,healthcare
ELF,ELF BEAUTY INC,consumer-defensive
QNST,QUINSTREET INC,communication-services
KROS,KEROS THERAPEUTICS INC,healthcare
IPAR,INTER PARFUMS INC,consumer-defensive
SITM,SITIME CORP,technology
DIN,DINE BRANDS GLOBAL INC,consumer-cyclical
CHRS,COHERUS BIOSCIENCES INC,healthcare
RAD,RITE AID CORP,consumer-defensive
MDGL,MADRIGAL PHARMACEUTICALS INC,healthcare
GEO,GEO GROUP REIT INC,real-estate
NKTX,NKARTA INC,healthcare
CHCT,COMMUNITY HEALTHCARE TRUST INC,real-estate
CHCO,CITY HOLDING,financial-services
GWB,GREAT WESTERN BANCORP INC,financial-services
HSKA,HESKA CORP,healthcare
DHC,DIVERSIFIED HEALTHCARE TRUST,real-estate
HCC,WARRIOR MET COAL INC,basic-materials
OXM,OXFORD INDUSTRIES INC,consumer-cyclical
BHE,BENCHMARK ELECTRONICS INC,technology
FIZZ,NATIONAL BEVERAGE CORP,consumer-defensive
TMP,TOMPKINS FINANCIAL CORP,financial-services
GNMK,GENMARK DIAGNOSTICS INC,healthcare
ACLS,AXCELIS TECHNOLOGIES INC,technology
PTEN,PATTERSON UTI ENERGY INC,energy
GIII,G III APPAREL GROUP LTD,consumer-cyclical
RWT,REDWOOD TRUST REIT INC,financial-services
LNTH,LANTHEUS HOLDINGS INC,healthcare
SBSI,SOUTHSIDE BANCSHARES INC,financial-services
GTY,GETTY REALTY REIT CORP,real-estate
BRBR,BELLRING BRANDS INC CLASS A,consumer-defensive
OEC,ORION ENGINEERED CARBONS SA,basic-materials
EBIX,EBIX INC,technology
SHYF,SHYFT GROUP INC,industrials
TGH,TEXTAINER GROUP HOLDINGS LTD,industrials
HEES,H AND E EQUIPMENT SERVICES INC,industrials
RYTM,RHYTHM PHARMACEUTICALS INC,healthcare
CWH,CAMPING WORLD HOLDINGS INC CLASS A,consumer-cyclical
SWBI,SMITH WESSON BRANDS INC,consumer-cyclical
MGY,MAGNOLIA OIL GAS CORP CLASS A,energy
MYRG,MYR GROUP INC,industrials
DK,DELEK US HOLDINGS INC,energy
LL,LUMBER LIQUIDATORS HOLDINGS INC,consumer-cyclical
PLOW,DOUGLAS DYNAMICS INC,industrials
TCBK,TRICO BANCSHARES,financial-services
INN,SUMMIT HOTEL PROPERTIES REIT INC,real-estate
SKT,TANGER FACTORY OUTLET CENTERS REIT,real-estate
INSG,INSEEGO CORP,technology
SNEX,STONEX GROUP INC,financial-services
QTRX,QUANTERIX CORP,healthcare
SXI,STANDEX INTERNATIONAL CORP,industrials
REPL,REPLIMUNE GROUP INC,healthcare
NP,NEENAH INC,basic-materials
CMCO,COLUMBUS MCKINNON CORP,industrials
WNC,WABASH NATIONAL CORP,industrials
AHCO,ADAPTHEALTH CORP CLASS A,healthcare
NXRT,NEXPOINT RESIDENTIAL TRUST INC,real-estate
KOS,KOSMOS ENERGY LTD,energy
TBPH,THERAVANCE BIOPHARMA INC,healthcare
PSNL,PERSONALIS INC,healthcare
SAH,SONIC AUTOMOTIVE INC CLASS A,consumer-cyclical
PRA,PROASSURANCE CORP,financial-services
GRPN,GROUPON INC,consumer-cyclical
SMP,STANDARD MOTOR PRODUCTS INC,consumer-cyclical
AMCX,AMC NETWORKS CLASS A INC,communication-services
SLP,SIMULATIONS PLUS INC,healthcare
ATRI,ATRION CORP,healthcare
LRN,STRIDE INC,consumer-cyclical
IRET,CENTERSPACE TRUST,real-estate
USNA,USANA HEALTH SCIENCES INC,consumer-defensive
GME,GAMESTOP CORP CLASS A,consumer-cyclical
FCF,FIRST COMMONWEALTH FINANCIAL CORP,financial-services
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,communication-services
CRVL,CORVEL CORP,healthcare
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,financial-services
RDUS,RADIUS HEALTH INC,healthcare
VECO,VEECO INSTRUMENTS INC,technology
VIVO,MERIDIAN BIOSCIENCE INC,healthcare
HTLD,HEARTLAND EXPRESS INC,industrials
OMER,OMEROS CORP,healthcare
MNKD,MANNKIND CORP,healthcare
PRDO,PERDOCEO EDUCATION CORP,consumer-cyclical
XPEL,XPEL INC,consumer-cyclical
AFIN,AMERICAN FIN INC TRUST CLASS A,real-estate
CXW,CORECIVIC REIT INC,real-estate
GFF,GRIFFON CORP,industrials
UNFI,UNITED NATURAL FOODS INC,consumer-defensive
MIK,MICHAELS COMPANIES INC,consumer-cyclical
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,real-estate
FBNC,FIRST BANCORP,financial-services
BKE,BUCKLE INC,consumer-cyclical
DENN,DENNYS CORP,consumer-cyclical
EIG,EMPLOYERS HOLDINGS INC,financial-services
STBA,S AND T BANCORP INC,financial-services
PLT,PLANTRONICS INC,technology
HOME,AT HOME GROUP INC,consumer-cyclical
CEVA,CEVA INC,technology
MMI,MARCUS & MILLICHAP INC,real-estate
BRKL,BROOKLINE BANCORP INC,financial-services
EXTR,EXTREME NETWORKS INC,technology
KRNY,KEARNY FINANCIAL TEST CORP,financial-services
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,financial-services
GLNG,GOLAR LNG LTD,energy
AXL,AMERICAN AXLE AND MANUFACTURING HO,consumer-cyclical
HNGR,HANGER INC,healthcare
APOG,APOGEE ENTERPRISES INC,industrials
MATW,MATTHEWS INTERNATIONAL CORP CLASS,industrials
NHC,NATIONAL HEALTHCARE CORP,healthcare
CARS,CARS.COM INC,communication-services
SIBN,SI BONE INC,healthcare
HA,HAWAIIAN HOLDINGS INC,industrials
PBI,PITNEY BOWES INC,industrials
KFRC,KFORCE INC,industrials
ENTA,ENANTA PHARMACEUTICALS INC,healthcare
TVTY,TIVITY HEALTH INC,healthcare
PRVB,PROVENTION BIO INC,healthcare
SI,SILVERGATE CAPITAL CLASS A CORP,financial-services
ENVA,ENOVA INTERNATIONAL INC,financial-services
KRA,KRATON CORP,basic-materials
CNDT,CONDUENT INC,technology
SSP,EW SCRIPPS CLASS A,communication-services
CRY,CRYOLIFE INC,healthcare
OFG,OFG BANCORP,financial-services
PFC,PREMIER FINANCIAL CORP,financial-services
ACCO,ACCO BRANDS CORP,industrials
SYBT,STOCK YARDS BANCORP INC,financial-services
DBD,DIEBOLD NIXDORF INC,technology
OII,OCEANEERING INTERNATIONAL INC,energy
BALY,BALLY S CORP,consumer-cyclical
NVEE,NV5 GLOBAL INC,industrials
ORIC,ORIC PHARMACEUTICALS INC,healthcare
FREQ,FREQUENCY THERAPEUTICS INC,healthcare
RESI,FRONT YARD RESIDENTIAL CORP,real-estate
RILY,B RILEY FINANCIAL INC,financial-services
PSN,PARSONS CORP,industrials
OSUR,ORASURE TECHNOLOGIES INC,healthcare
QUOT,QUOTIENT TECHNOLOGY INC,consumer-cyclical
CKH,SEACOR HOLDINGS INC,industrials
CCF,CHASE CORP,basic-materials
ATNX,ATHENEX INC,healthcare
ALXO,ALX ONCOLOGY HOLDINGS INC,healthcare
GABC,GERMAN AMERICAN BANCORP INC,financial-services
KRYS,KRYSTAL BIOTECH INC,healthcare
SCHN,SCHNITZER STEEL INDUSTRIES INC CLA,basic-materials
BKD,BROOKDALE SENIOR LIVING INC,healthcare
ZUMZ,ZUMIEZ INC,consumer-cyclical
WASH,WASHINGTON TRUST BANCORP INC,financial-services
BJRI,BJS RESTAURANTS INC,consumer-cyclical
INVA,INNOVIVA INC,healthcare
OFIX,ORTHOFIX MEDICAL INC,healthcare
AMBC,AMBAC FINANCIAL GROUP INC,financial-services
RDNT,RADNET INC,healthcare
IMAX,IMAX CORP,communication-services
FFWM,FIRST FOUNDATION INC,financial-services
FDP,FRESH DEL MONTE PRODUCE INC,consumer-defensive
SPNS,SAPIENS INTERNATIONAL NV,technology
HFWA,HERITAGE FINANCIAL CORP,financial-services
LBRT,LIBERTY OILFIELD SERVICES INC CLAS,energy
TPRE,THIRD POINT REINSURANCE LTD,financial-services
INGN,INOGEN INC,healthcare
GLDD,GREAT LAKES DREDGE AND DOCK CORP,industrials
VNDA,VANDA PHARMACEUTICALS INC,healthcare
TRHC,TABULA RASA HEALTHCARE INC,healthcare
VIE,VIELA BIO INC,healthcare
ATEC,ALPHATEC HOLDNGS INC,healthcare
SRI,STONERIDGE INC,consumer-cyclical
STOK,STOKE THERAPEUTICS INC,healthcare
HZO,MARINEMAX INC,consumer-cyclical
ROAD,CONSTRUCTION PARTNERS INC CLASS A,industrials
KDMN,KADMON INC,healthcare
QADA,QAD INC CLASS A,technology
MDP,MEREDITH CORP,communication-services
CHEF,CHEFS WAREHOUSE INC,consumer-defensive
CLBK,COLUMBIA FINANCIAL INC,financial-services
TCRR,TCR2 THERAPEUTICS INC,healthcare
CRMT,AMERICAS CAR-MART INC,consumer-cyclical
GLT,GLATFELTER CORP,basic-materials
AGYS,AGILISYS INC,technology
NX,QUANEX BUILDING PRODUCTS CORP,industrials
CIR,CIRCOR INTERNATIONAL INC,industrials
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,healthcare
IHRT,IHEARTMEDIA INC CLASS A,communication-services
CNOB,CONNECTONE BANCORP INC,financial-services
ICPT,INTERCEPT PHARMACEUTICALS INC,healthcare
OSPN,ONESPAN INC,technology
CSTL,CASTLE BIOSCIENCES INC,healthcare
BHLB,BERKSHIRE HILLS BANCORP INC,financial-services
ALEC,ALECTOR INC,healthcare
GES,GUESS INC,consumer-cyclical
ECHO,ECHO GLOBAL LOGISTICS INC,industrials
DNOW,NOW INC,industrials
ESPR,ESPERION THERAPEUTICS INC,healthcare
NGM,NGM BIOPHARMACEUTICALS INC,healthcare
KNL,KNOLL INC,industrials
ADTN,ADTRAN INC,technology
HIBB,HIBBETT SPORTS INC,consumer-cyclical
MCRI,MONARCH CASINO AND RESORT INC,consumer-cyclical
CLNE,CLEAN ENERGY FUELS CORP,energy
FRO,FRONTLINE LTD,energy
TBBK,BANCORP INC,financial-services
TCX,TUCOWS INC,technology
WETF,WISDOMTREE INVESTMENTS INC,financial-services
BCOV,BRIGHTCOVE INC,technology
CLCT,COLLECTORS UNIVERSE INC,consumer-cyclical
SLQT,SELECTQUOTE INC,financial-services
XENT,INTERSECT ENT INC,healthcare
MITK,MITEK SYSTEMS INC,technology
PLAB,PHOTRONICS INC,technology
TGI,TRIUMPH GROUP INC,industrials
SCHL,SCHOLASTIC CORP,communication-services
UEIC,UNIVERSAL ELECTRONICS INC,consumer-cyclical
MYE,MYERS INDUSTRIES INC,basic-materials
SNDX,SYNDAX PHARMACEUTICALS INC,healthcare
PETQ,PETIQ INC CLASS A,healthcare
CBB,CINCINNATI BELL INC,communication-services
KYMR,KYMERA THERAPEUTICS INC,healthcare
NTUS,NATUS MEDICAL INC,healthcare
ANDE,ANDERSONS INC,consumer-defensive
EBSB,MERIDIAN BANCORP INC,financial-services
ARR,ARMOUR RESIDENTIAL REIT INC,financial-services
COWN,COWEN INC CLASS A,financial-services
AMPH,AMPHASTAR PHARMACEUTICALS INC,healthcare
PI,IMPINJ INC,technology
RMAX,RE MAX HOLDINGS INC CLASS A,real-estate
KELYA,KELLY SERVICES INC CLASS A,industrials
JBSS,JOHN B SANFILIPPO AND SON INC,consumer-defensive
ICHR,ICHOR HOLDINGS LTD,technology
ALBO,ALBIREO PHARMA INC,healthcare
PGEN,PRECIGEN INC,healthcare
FLWS,1-800 FLOWERS.COM INC CLASS A,consumer-cyclical
RXT,RACKSPACE TECHNOLOGY INC,technology
CYH,COMMUNITY HEALTH SYSTEMS INC,healthcare
BANC,BANC OF CALIFORNIA INC,financial-services
PBF,PBF ENERGY INC CLASS A,energy
BOOM,DMC GLOBAL INC,energy
OPCH,OPTION CARE HEALTH INC,healthcare
PRLD,PRELUDE THERAPEUTICS INC,healthcare
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,financial-services
USCR,U S CONCRETE INC,basic-materials
HLIT,HARMONIC INC,technology
RPT,RPT REALTY,real-estate
BCOR,BLUCORA INC,financial-services
GTHX,G1 THERAPEUTICS INC,healthcare
BNL,BROADSTONE NET LEASE INC CLASS A,real-estate
SP,SP PLUS CORP,industrials
VVI,VIAD CORP,industrials
HBNC,HORIZON BNCP IND,financial-services
TBI,TRUEBLUE INC,industrials
PTGX,PROTAGONIST THERAPEUTICS INC,healthcare
HMST,HOMESTREET INC,financial-services
AGX,ARGAN INC,industrials
CDMO,AVID BIOSERVICES INC,healthcare
CLNC,COLONY CREDIT REAL ESTATE INC CLAS,financial-services
VREX,VAREX IMAGING CORP,healthcare
SM,SM ENERGY,energy
SRCE,1ST SOURCE CORP,financial-services
ACCD,ACCOLADE INC,healthcare
ARLO,ARLO TECHNOLOGIES INC,technology
COLL,COLLEGIUM PHARMACEUTICAL INC,healthcare
PDFS,PDF SOLUTIONS INC,technology
PLCE,CHILDRENS PLACE INC,consumer-cyclical
BTAI,BIOXCEL THERAPEUTICS INC,healthcare
ARCH,ARCH RESOURCES INC CLASS A,energy
PETS,PETMED EXPRESS INC,consumer-cyclical
PFBC,PREFERRED BANK,financial-services
RIGL,RIGEL PHARMACEUTICALS INC,healthcare
UTL,UNITIL CORP,utilities
ATRS,ANTARES PHARMA INC,healthcare
TRTX,TPG RE FINANCE TRUST INC,financial-services
GOSS,GOSSAMER BIO INC,healthcare
ALVR,ALLOVIR INC,healthcare
NRC,NATIONAL RESEARCH CORP,healthcare
PASG,PASSAGE BIO INC,healthcare
NCBS,NICOLET BANKSHARES INC,financial-services
CARA,CARA THERAPEUTICS INC,healthcare
SGRY,SURGERY PARTNERS INC,healthcare
ANIK,ANIKA THERAPEUTICS INC,healthcare
STRO,SUTRO BIOPHARMA INC,healthcare
EFC,ELLINGTON FINANCIAL INC,financial-services
YORW,YORK WATER,utilities
LMAT,LEMAITRE VASCULAR INC,healthcare
PTVE,PACTIV EVERGREEN INC,basic-materials
STEP,STEPSTONE GROUP INC CLASS A,financial-services
SPPI,SPECTRUM PHARMACEUTICALS INC,healthcare
LBAI,LAKELAND BANCORP INC,financial-services
