Ticker,Name,Sector
BLFS,BIOLIFE SOLUTIONS INC,healthcare
EIGI,ENDURANCE INTERNATIONAL GROUP HOLD,technology
FMTX,FORMA THERAPEUTICS HLDG INC,healthcare
SCSC,SCANSOURCE INC,technology
ISEE,IVERIC BIO INC,healthcare
ABTX,ALLEGIANCE BANCSHARES INC,financial-services
IGMS,IGM BIOSCIENCES INC,healthcare
AAN,AARONS COMPANY INC,consumer-cyclical
WTRE,WATFORD HOLDINGS LTD,financial-services
AHH,ARMADA HOFFLER PROPERTIES REIT INC,real-estate
ALX,ALEXANDERS REIT INC,real-estate
RMR,RMR GROUP INC CLASS A,real-estate
FPRX,FIVE PRIME THERAPEUTICS INC,healthcare
BMTC,BRYN MAWR BANK CORP,financial-services
SPTN,SPARTANNASH,consumer-defensive
DMRC,DIGIMARC CORP,technology
AXGN,AXOGEN INC,healthcare
BV,BRIGHTVIEW HOLDINGS INC,industrials
GOOD,GLADSTONE COMMERCIAL REIT CORP,real-estate
IVR,INVESCO MORTGAGE CAPITAL REIT INC,financial-services
VERI,VERITONE INC,technology
DHT,DHT HOLDINGS INC,energy
LC,LENDINGCLUB CORP,financial-services
OBNK,ORIGIN BANCORP INC,financial-services
ZIOP,ZIOPHARM ONCOLOGY INC,healthcare
MOD,MODINE MANUFACTURING,consumer-cyclical
FBMS,FIRST BANCSHARES INC,financial-services
HLX,HELIX ENERGY SOLUTIONS GROUP INC,energy
AMSC,AMERICAN SUPERCONDUCTOR CORP,industrials
FRG,FRANCHISE GROUP INC,consumer-cyclical
CASS,CASS INFORMATION SYSTEMS INC,technology
SFL,SFL LTD,energy
BPFH,BOSTON PRIVATE FINANCIAL HOLDINGS,financial-services
FLGT,FULGENT GENETICS INC,healthcare
LUNG,PULMONX CORP,healthcare
MGPI,MGP INGREDIENTS INC,consumer-defensive
ARQT,ARCUTIS BIOTHERAPEUTICS INC,healthcare
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,financial-services
QCRH,QCR HOLDINGS INC,financial-services
BDTX,BLACK DIAMOND THERAPEUTICS INC,healthcare
PMVP,PMV PHARMACEUTICALS INC,healthcare
CLW,CLEARWATER PAPER CORP,basic-materials
IIIV,I3 VERTICALS INC CLASS A,technology
UVSP,UNIVEST FINANCIAL CORP,financial-services
ATEN,A10 NETWORKS INC,technology
CPS,COOPER STANDARD HOLDINGS INC,consumer-cyclical
GMRE,GLOBAL MEDICAL REIT INC,real-estate
IMKTA,INGLES MARKETS INC CLASS A,consumer-defensive
PUMP,PROPETRO HOLDING CORP,energy
WIFI,BOINGO WIRELESS INC,communication-services
DCO,DUCOMMUN INC,industrials
VBIV,VBI VACCINES INC,healthcare
STNG,SCORPIO TANKERS INC,energy
UMH,UMH PROPERTIES REIT INC,real-estate
KOP,KOPPERS HOLDINGS INC,basic-materials
VAPO,VAPOTHERM INC,healthcare
WINA,WINMARK CORP,consumer-cyclical
HY,HYSTER YALE MATERIALS HANDLING INC,industrials
KIDS,ORTHOPEDIATRICS CORP,healthcare
CRSR,CORSAIR GAMING INC,technology
NLS,NAUTILUS INC,consumer-cyclical
STRL,STERLING CONSTRUCTION INC,industrials
OTRK,ONTRAK INC,healthcare
HONE,HARBORONE BANCORP INC,financial-services
ASIX,ADVANSIX INC,basic-materials
CTBI,COMMUNITY TRUST BANCORP INC,financial-services
VEC,VECTRUS INC,industrials
PCVX,VAXCYTE INC,healthcare
AGEN,AGENUS INC,healthcare
AEGN,AEGION CORP CLASS A,industrials
NFBK,NORTHFIELD BANCORP INC,financial-services
TRST,TRUSTCO BANK CORP,financial-services
TILE,INTERFACE INC,industrials
GRBK,GREEN BRICK PARTNERS INC,consumer-cyclical
SPWH,SPORTSMANS WAREHOUSE HOLDINGS INC,consumer-cyclical
CENX,CENTURY ALUMINUM,basic-materials
GRC,GORMAN-RUPP,industrials
NARI,INARI MEDICAL INC,healthcare
WOW,WIDEOPENWEST INC,communication-services
DGII,DIGI INTERNATIONAL INC,technology
NEX,NEXTIER OILFIELD SOLUTIONS INC,energy
HSII,HEIDRICK AND STRUGGLES INTERNATION,industrials
CMO,CAPSTEAD MORTGAGE REIT CORP,financial-services
UFCS,UNITED FIRE GROUP INC,financial-services
PAE,PAE INC CLASS A,industrials
HSTM,HEALTHSTREAM INC,healthcare
PARR,PAR PACIFIC HOLDINGS INC,energy
TPC,TUTOR PERINI CORP,industrials
BBSI,BARRETT BUSINESS SERVICES INC,industrials
CAC,CAMDEN NATIONAL CORP,financial-services
JOUT,JOHNSON OUTDOORS INC CLASS A,consumer-cyclical
GSBC,GREAT SOUTHERN BANCORP INC,financial-services
DVAX,DYNAVAX TECHNOLOGIES CORP,healthcare
LILA,LIBERTY LATIN AMERICA LTD CLASS A,communication-services
KNSA,KINIKSA PHARMACEUTICALS LTD CLASS,healthcare
ERII,ENERGY RECOVERY INC,industrials
LDL,LYDALL INC,industrials
RUTH,RUTHS HOSPITALITY GROUP INC,consumer-cyclical
SRDX,SURMODICS INC,healthcare
TG,TREDEGAR CORP,basic-materials
CLDT,CHATHAM LODGING TRUST REIT,real-estate
ANGO,ANGIODYNAMICS INC,healthcare
EVER,EVERQUOTE INC CLASS A,communication-services
CAI,CAI INTERNATIONAL INC,industrials
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,financial-services
MRC,MRC GLOBAL INC,industrials
AFMD,AFFIMED NV,healthcare
GOGO,GOGO INC,communication-services
KREF,KKR REAL ESTATE FINANCE INC TRUST,financial-services
SLCA,US SILICA HOLDINGS INC,energy
THFF,FIRST FINANCIAL CORPORATION INDIAN,financial-services
TPB,TURNING POINT BRANDS INC,consumer-defensive
GPMT,GRANITE POINT MORTGAGE TRUST INC,financial-services
CMTL,COMTECH TELECOMMUNICATIONS CORP,technology
CFB,CROSSFIRST BANKSHARES INC,financial-services
FLXN,FLEXION THERAPEUTICS INC,healthcare
QTNT,QUOTIENT LTD,healthcare
RC,READY CAPITAL CORP,financial-services
HWKN,HAWKINS INC,basic-materials
SYRS,SYROS PHARMACEUTICALS INC,healthcare
OFLX,OMEGA FLEX INC,industrials
STTK,SHATTUCK LABS INC,healthcare
AMSWA,AMERICAN SOFTWARE INC CLASS A,technology
CNXN,PC CONNECTION INC,technology
HTBK,HERITAGE COMMERCE CORP,financial-services
FMBH,FIRST MID BANCSHARES INC,financial-services
FRTA,FORTERRA INC,basic-materials
ORBC,ORBCOMM INC,communication-services
ARDX,ARDELYX INC,healthcare
ACEL,ACCEL ENTERTAINMENT INC CLASS A,consumer-cyclical
SRG,SERITAGE GROWTH PROPERTIES CLA,real-estate
OM,OUTSET MEDICAL INC,healthcare
APEI,AMERICAN PUBLIC EDUCATION INC,consumer-cyclical
AWH,ASPIRA WOMENS HEALTH INC,healthcare
BMRC,BANK OF MARIN BANCORP,financial-services
THR,THERMON GROUP HOLDINGS INC,industrials
FFG,FBL FINANCIAL GROUP INC CLASS A,financial-services
PEBO,PEOPLES BANCORP INC,financial-services
CHUY,CHUYS HOLDINGS INC,consumer-cyclical
EGRX,EAGLE PHARMACEUTICALS INC,healthcare
PQG,PQ GROUP HOLDINGS INC,basic-materials
LLNW,LIMELIGHT NETWORKS INC,technology
CSV,CARRIAGE SERVICES INC,consumer-cyclical
ANAB,ANAPTYSBIO INC,healthcare
ATNI,ATN INTERNATIONAL INC,communication-services
KRON,KRONOS BIO INC,healthcare
AERI,AERIE PHARMACEUTICALS INC,healthcare
TSC,TRISTATE CAPITAL HOLDINGS INC,financial-services
TEN,TENNECO INC CLASS A,consumer-cyclical
LQDT,LIQUIDITY SERVICES INC,consumer-cyclical
MCFT,MASTERCRAFT BOAT HOLDINGS INC,consumer-cyclical
CAL,CALERES INC,consumer-cyclical
CUBI,CUSTOMERS BANCORP INC,financial-services
TR,TOOTSIE ROLL INDUSTRIES INC,consumer-defensive
HVT,HAVERTY FURNITURE COMPANIES INC,consumer-cyclical
NAT,NORDIC AMERICAN TANKERS LTD,energy
BLX,BANCO LATINOAMERICANO DE COMERCIO,financial-services
RNA,AVIDITY BIOSCIENCES INC,healthcare
FLDM,FLUIDIGM CORP,healthcare
GERN,GERON CORP,healthcare
CBAY,CYMABAY THERAPEUTICS INC,healthcare
SNR,NEW SENIOR INVESTMENT GROUP INC,real-estate
SGH,SMART GLOBAL HOLDINGS INC,technology
RLMD,RELMADA THERAPEUTICS INC,healthcare
AVIR,ATEA PHARMACEUTICALS,healthcare
CTT,CATCHMARK TIMBER TRUST INC CLASS A,real-estate
GTS,TRIPLE S MANAGEMENT CORP CLASS B,healthcare
VRAY,VIEWRAY INC,healthcare
NPK,NATIONAL PRESTO INDUSTRIES INC,industrials
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,technology
PRAX,PRAXIS PRECISION MEDICINES INC,healthcare
MNRL,BRIGHAM MINERALS INC CLASS A,energy
MORF,MORPHIC HOLDING INC,healthcare
MTW,MANITOWOC INC,industrials
PRPL,PURPLE INNOVATION INC,consumer-cyclical
TRUE,TRUECAR INC,communication-services
ZIXI,ZIX CORP,technology
AVRO,AVROBIO INC,healthcare
FSP,FRANKLIN STREET PROPERTIES REIT CO,real-estate
EBF,ENNIS INC,industrials
SPNE,SEASPINE HOLDINGS CORP,healthcare
DHIL,DIAMOND HILL INVESTMENT GROUP INC,financial-services
WRLD,WORLD ACCEPTANCE CORP,financial-services
DRRX,DURECT CORP,healthcare
ECOM,CHANNELADVISOR CORP,technology
FORR,FORRESTER RESEARCH INC,industrials
TMDX,TRANSMEDICS GROUP INC,healthcare
NPTN,NEOPHOTONICS CORP,technology
CRTX,CORTEXYME INC,healthcare
AMRS,AMYRIS INC,basic-materials
IMXI,INTERNATIONAL MONEY EXPRESS INC,technology
VERU,VERU INC,consumer-defensive
IIIN,INSTEEL INDUSTRIES INC,industrials
WMK,WEIS MARKETS INC,consumer-defensive
REX,REX AMERICAN RESOURCES CORP,energy
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,healthcare
CVI,CVR ENERGY INC,energy
LXFR,LUXFER HOLDINGS PLC,industrials
BZH,BEAZER HOMES INC,consumer-cyclical
FFIC,FLUSHING FINANCIAL CORP,financial-services
UUUU,ENERGY FUELS INC,energy
BCEL,ATRECA INC CLASS A,healthcare
DBI,DESIGNER BRANDS INC CLASS A,consumer-cyclical
AVD,AMER VANGUARD CORP,basic-materials
CTRN,CITI TRENDS INC,consumer-cyclical
GPRE,GREEN PLAINS INC,energy
AKBA,AKEBIA THERAPEUTICS INC,healthcare
DCOM,DIME COMMUNITY BANCSHARES INC,financial-services
CATC,CAMBRIDGE BANCORP,financial-services
CBTX,CBTX INC,financial-services
CPF,CENTRAL PACIFIC FINANCIAL CORP,financial-services
CVM,CEL SCI CORP,healthcare
MSGN,MSG NETWORKS INC CLASS A,communication-services
AVID,AVID TECHNOLOGY INC,technology
FOSL,FOSSIL GROUP INC,consumer-cyclical
ARAY,ACCURAY INC,healthcare
SYX,SYSTEMAX INC,industrials
RBBN,RIBBON COMMUNICATIONS INC,technology
FI,FRANK S INTERNATIONAL NV,energy
WLDN,WILLDAN GROUP INC,industrials
KBAL,KIMBALL INTERNATIONAL INC CLASS B,industrials
BFC,BANK FIRST CORP,financial-services
OSW,ONESPAWORLD HOLDINGS LTD,consumer-cyclical
CNR,CORNERSTONE BUILDING BRANDS INC,industrials
ETH,ETHAN ALLEN INC,consumer-cyclical
WSBF,WATERSTONE FINANCIAL INC,financial-services
LPG,DORIAN LPG LTD,energy
VKTX,VIKING THERAPEUTICS INC,healthcare
ALTA,ALTABANCORP,financial-services
ANNX,ANNEXON INC,healthcare
PHAT,PHATHOM PHARMACEUTICALS INC,healthcare
FIXX,HOMOLOGY MEDICINES INC,healthcare
AROW,ARROW FINANCIAL CORP,financial-services
PGC,PEAPACK GLADSTONE FINANCIAL CORP,financial-services
BNFT,BENEFITFOCUS INC,technology
MBWM,MERCANTILE BANK CORP,financial-services
SUMO,SUMO LOGIC INC,technology
MSFUT,CASH COLLATERAL MSFUT USD,cash-derivatives
OPRX,OPTIMIZERX CORP,healthcare
MAX,MEDIAALPHA INC CLASS A,communication-services
LOVE,LOVESAC COMPANY,consumer-cyclical
PRTA,PROTHENA PLC,healthcare
ALRS,ALERUS FINANCIAL CORP,financial-services
AMK,ASSETMARK FINANCIAL HOLDINGS INC,financial-services
CMRE,COSTAMARE INC,industrials
UBA,URSTADT BIDDLE PROPERTIES REIT INC,real-estate
INSW,INTERNATIONAL SEAWAYS INC,energy
CLVS,CLOVIS ONCOLOGY INC,healthcare
GAN,GAN LTD,consumer-cyclical
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,healthcare
FLIC,FIRST OF LONG ISLAND CORP,financial-services
UVE,UNIVERSAL INSURANCE HOLDINGS INC,financial-services
MLR,MILLER INDUSTRIES INC,industrials
BY,BYLINE BANCORP INC,financial-services
RGP,RESOURCES CONNECTION INC,industrials
NRIX,NURIX THERAPEUTICS INC,healthcare
BDGE,BRIDGE BANCORP INC,financial-services
BDSI,BIODELIVERY SCIENCES INTERNATIONAL,healthcare
DX,DYNEX CAPITAL REIT INC,financial-services
CIO,CITY OFFICE REIT INC,real-estate
AMTI,APPLIED MOLECULAR TRANSPORT,healthcare
DDS,DILLARDS INC CLASS A,consumer-cyclical
AXTI,AXT INC,technology
IBCP,INDEPENDENT BANK CORP,financial-services
BFST,BUSINESS FIRST BANCSHARES INC,financial-services
RYAM,RAYONIER ADVANCED MATERIALS INC,basic-materials
PRTS,CARPARTS COM INC,consumer-cyclical
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,consumer-cyclical
GCO,GENESCO INC,consumer-cyclical
SIGA,SIGA TECHNOLOGIES INC,healthcare
BFS,SAUL CENTERS REIT INC,real-estate
FCBC,FIRST COMMUNITY BANKSHARES INC,financial-services
HOFT,HOOKER FURNITURE CORP,consumer-cyclical
OPRT,OPORTUN FINANCIAL CORP,financial-services
HMHC,HOUGHTON MIFFLIN HARCOURT,consumer-cyclical
VXRT,VAXART INC,healthcare
GBIO,GENERATION BIO,healthcare
CRAI,CRA INTERNATIONAL INC,industrials
FBM,FOUNDATION BUILDING MATERIALS INC,industrials
DXPE,DXP ENTERPRISES INC,industrials
MOFG,MIDWESTONE FINANCIAL GROUP INC,financial-services
VRS,VERSO CORP CLASS A,basic-materials
CUE,CUE BIOPHARMA INC,healthcare
IESC,IES INC,industrials
DTIL,PRECISION BIOSCIENCES INC,healthcare
SXC,SUNCOKE ENERGY INC,basic-materials
VSTM,VERASTEM INC,healthcare
AGLE,AEGLEA BIOTHERAPEUTICS INC,healthcare
KE,KIMBALL ELECTRONICS INC,technology
NBR,NABORS INDUSTRIES LTD,energy
MPAA,MOTORCAR PARTS OF AMERICA INC,consumer-cyclical
CUTR,CUTERA INC,healthcare
ATHA,ATHIRA PHARMA INC,healthcare
VSEC,VSE CORP,industrials
RBCAA,REPUBLIC BANCORP INC CLASS A,financial-services
JYNT,JOINT CORP,healthcare
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,financial-services
URGN,UROGEN PHARMA LTD,healthcare
ORC,ORCHID ISLAND CAPITAL INC,financial-services
CENT,CENTRAL GARDEN AND PET,consumer-defensive
MSBI,MIDLAND STATES BANCORP INC,financial-services
DSPG,DSP GROUP INC,technology
HCKT,HACKETT GROUP INC,technology
APTS,PREFERRED APARTMENT COMMUNITIES RE,real-estate
CRNX,CRINETICS PHARMACEUTICALS INC,healthcare
NLTX,NEOLEUKIN THERAPEUTICS INC,healthcare
VPG,VISHAY PRECISION GROUP INC,technology
DJCO,DAILY JOURNAL CORP,communication-services
BCEI,BONANZA CREEK ENERGY INC,energy
CPSI,COMPUTER PROGRAMS AND SYSTEMS INC,healthcare
AMOT,ALLIED MOTION TECHNOLOGIES INC,industrials
BHB,BAR HARBOR BANKSHARES,financial-services
BSRR,SIERRA BANCORP,financial-services
INBX,INHIBRX INC,healthcare
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,communication-services
FMNB,FARMERS NATIONAL BANC CORP,financial-services
EAR,EARGO,healthcare
PACK,RANPAK HOLDINGS CORP CLASS A,basic-materials
TITN,TITAN MACHINERY INC,industrials
AMTB,AMERANT BANCORP INC CLASS A,financial-services
HEAR,TURTLE BEACH CORP,consumer-cyclical
CTMX,CYTOMX THERAPEUTICS INC,healthcare
AKTS,AKOUSTIS TECHNOLOGIES INC,technology
ITOS,ITEOS THERAPEUTICS INC,healthcare
PBYI,PUMA BIOTECHNOLOGY INC,healthcare
CNCE,CONCERT PHARMACEUTICALS INC,healthcare
KRO,KRONOS WORLDWIDE INC,basic-materials
CALA,CALITHERA BIOSCIENCES INC,healthcare
SPRO,SPERO THERAPEUTICS INC,healthcare
MGTX,MEIRAGTX HOLDINGS PLC,healthcare
PRVL,PREVAIL THERAPEUTICS INC,healthcare
UEC,URANIUM ENERGY CORP,energy
WTBA,WEST BANCORPORATION INC,financial-services
MGI,MONEYGRAM INTERNATIONAL INC,technology
ACBI,ATLANTIC CAPITAL BANCSHARES INC,financial-services
CTSO,CYTOSORBENTS CORP,healthcare
AKRO,AKERO THERAPEUTICS INC,healthcare
MBI,MBIA INC,financial-services
ATHX,ATHERSYS INC,healthcare
FISI,FINANCIAL INSTITUTIONS INC,financial-services
CCBG,CAPITAL CITY BANK INC,financial-services
CPRX,CATALYST PHARMACEUTICALS INC,healthcare
SCVL,SHOE CARNIVAL INC,consumer-cyclical
BOMN,BOSTON OMAHA CORP CLASS A,communication-services
MEG,MONTROSE ENVIRONMENTAL GRP INC,industrials
AMEH,APOLLO MEDICAL HOLDINGS INC,healthcare
GCI,GANNETT CO INC,communication-services
MRNS,MARINUS PHARMACEUTICALS INC,healthcare
STFC,STATE AUTO FINANCIAL CORP,financial-services
CCNE,CNB FINANCIAL CORP,financial-services
LOCO,EL POLLO LOCO INC,consumer-cyclical
GDEN,GOLDEN ENTERTAINMENT INC,consumer-cyclical
NK,NANTKWEST INC,healthcare
OLP,ONE LIBERTY PROPERTIES REIT INC,real-estate
CCCC,C4 THERAPEUTICS INC,healthcare
TISI,TEAM INC,industrials
CAMP,CALAMP CORP,technology
OIS,OIL STATES INTERNATIONAL INC,energy
CLAR,CLARUS CORP,consumer-cyclical
VHC,VIRNETX HOLDING CORP,technology
FF,FUTUREFUEL CORP,basic-materials
HIFS,HINGHAM INSTITUTION FOR SAVINGS,financial-services
NSSC,NAPCO SECURITY TECHNOLOGIES INC,technology
HTBI,HOMETRUST BANCSHARES INC,financial-services
FOR,FORESTAR GROUP INC,real-estate
ATEX,ANTERIX INC,communication-services
PLYM,PLYMOUTH INDUSTRIAL REIT INC,real-estate
AVXL,ANAVEX LIFE SCIENCES CORP,healthcare
CCRN,CROSS COUNTRY HEALTHCARE INC,healthcare
HCI,HCI GROUP INC,financial-services
CURO,CURO GROUP HOLDINGS CORP,financial-services
ESGC,EROS STX GLOBAL CORP CLASS A,communication-services
ASPN,ASPEN AEROGELS INC,energy
OPY,OPPENHEIMER HOLDINGS NON VOTING IN,financial-services
RICK,RCI HOSPITALITY HOLDINGS INC,consumer-cyclical
CODX,CO DIAGNOSTICS INC,healthcare
SSTI,SHOTSPOTTER INC,technology
WSR,WHITESTONE REIT,real-estate
HAYN,HAYNES INTERNATIONAL INC,basic-materials
HAFC,HANMI FINANCIAL CORP,financial-services
APLT,APPLIED THERAPEUTICS INC,healthcare
ICAD,ICAD INC,healthcare
ANIP,ANI PHARMACEUTICALS INC,healthcare
ASO,ACADEMY SPORTS AND OUTDOORS INC,consumer-cyclical
AMNB,AMERICAN NATIONAL BANKSHARES INC,financial-services
HCCI,HERITAGE CRYSTAL INC,industrials
PLSE,PULSE BIOSCIENCES INC,healthcare
ATRO,ASTRONICS CORP,industrials
SCU,SCULPTOR CAPITAL MANAGEMENT INC CL,financial-services
UTMD,UTAH MEDICAL PRODUCTS INC,healthcare
FC,FRANKLIN COVEY,industrials
OOMA,OOMA INC,communication-services
TDW,TIDEWATER INC,energy
FRPH,FRP HOLDINGS INC,real-estate
RBNC,RELIANT BANCORP INC,financial-services
EQBK,EQUITY BANCSHARES INC CLASS A,financial-services
IVC,INVACARE CORP,healthcare
LUNA,LUNA INNOVATIONS INC,technology
BRG,BLUEROCK RESIDENTIAL GROWTH REIT C,real-estate
MCS,THE MARCUS CORP,communication-services
OSBC,OLD SECOND BANCORP INC,financial-services
UFPT,UFP TECHNOLOGIES INC,basic-materials
GEFB,GREIF INC CLASS B,basic-materials
HFFG,HF FOODS GROUP INC,consumer-defensive
CIA,CITIZENS INC CLASS A,financial-services
KALA,KALA PHARMACEUTICALS INC,healthcare
ARTNA,ARTESIAN RESOURCES CORP CLASS A,utilities
TACO,DEL TACO RESTAURANTS INC,consumer-cyclical
TXMD,THERAPEUTICSMD INC,healthcare
LAND,GLADSTONE LAND REIT CORP,real-estate
LNDC,LANDEC CORP,consumer-defensive
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,technology
FNKO,FUNKO INC CLASS A,consumer-cyclical
PDLI,PDL BIOPHARMA INC,healthcare
INBK,FIRST INTERNET BANCORP,financial-services
VMD,VIEMED HEALTHCARE INC,healthcare
AFIB,ACUTUS MEDICAL INC,healthcare
TARS,TARSUS PHARMACEUTICALS,healthcare
PRTK,PARATEK PHARMACEUTICALS INC,healthcare
EIGR,EIGER BIOPHARMACEUTICALS INC,healthcare
CLFD,CLEARFIELD INC,technology
PKOH,PARK OHIO HOLDINGS CORP,industrials
HT,HERSHA HOSPITALITY REIT TRUST CLAS,real-estate
DYN,DYNE THERAPEUTICS INC,healthcare
INS,INTELLIGENT SYSTEMS CORP,technology
PKE,PARK AEROSPACE CORP,industrials
PFIS,PEOPLES FINANCIAL SERVICES CORP,financial-services
RRGB,RED ROBIN GOURMET BURGERS INC,consumer-cyclical
MAXN,MAXEON SOLAR TECHNOLOGIES LTD,technology
NVEC,NVE CORP,technology
MEIP,MEI PHARMA INC,healthcare
MOV,MOVADO GROUP INC,consumer-cyclical
WTRH,WAITR HOLDINGS INC,consumer-cyclical
VITL,VITAL FARMS INC,consumer-defensive
RUBY,RUBIUS THERAPEUTICS INC,healthcare
POWL,POWELL INDUSTRIES INC,industrials
FDBC,FIDELITY D AND D BANCORP INC,financial-services
CZNC,CITIZENS AND NORTHERN CORP,financial-services
BRY,BERRY,energy
MCBS,METROCITY BANKSHARES INC,financial-services
GSKY,GREENSKY INC CLASS A,technology
MBIN,MERCHANTS BANCORP,financial-services
RBB,RBB BANCORP,financial-services
DSKE,DASEKE INC,industrials
LORL,LORAL SPACE AND COMMUNICATIONS INC,communication-services
CARE,CARTER BANKSHARES TRUST,financial-services
FNLC,FIRST BANCORP INC,financial-services
AKUS,AKOUOS INC,healthcare
KDNY,CHINOOK THERAPEUTICS INC,healthcare
WVE,WAVE LIFE SCIENCES LTD,healthcare
MCB,METROPOLITAN BANK HOLDING CORP,financial-services
CPLG,COREPOINT LODGING INC,real-estate
MTRX,MATRIX SERVICE,energy
CIVB,CIVISTA BANCSHARES INC,financial-services
RUSHB,RUSH ENTERPRISES INC CLASS B,industrials
OESX,ORION ENERGY SYSTEMS INC,industrials
LTRPA,LIBERTY TRIPADVISOR HOLDINGS INC S,communication-services
NWPX,NORTHWEST PIPE,industrials
XOMA,XOMA CORP,healthcare
HRTG,HERITAGE INSURANCE HOLDINGS INC,financial-services
NBEV,NEWAGE INC,consumer-defensive
REVG,REV GROUP INC,industrials
BATRA,LIBERTY MEDIA LIBERTY BRAVES CORP,communication-services
MNOV,MEDICINOVA INC,healthcare
ETM,ENTERCOM COMMUNICATIONS CORP CLASS,communication-services
NDLS,NOODLES CLASS A,consumer-cyclical
SAVA,CASSAVA SCIENCES INC,healthcare
ZYXI,ZYNEX INC,healthcare
BLBD,BLUE BIRD CORP,industrials
SONA,SOUTHERN NATIONAL BANCORP OF VIRGI,financial-services
ANH,ANWORTH MORTGAGE ASSET REIT CORP,financial-services
EGAN,EGAIN CORP,technology
VRTV,VERITIV CORP,industrials
SOI,SOLARIS OILFIELD INFRASTRUCTURE IN,energy
RAPT,RAPT THERAPEUTICS INC,healthcare
VYNE,VYNE THERAPEUTICS INC,healthcare
NNBR,NN INC,industrials
PLRX,PLIANT THERAPEUTICS INC,healthcare
MTEM,MOLECULAR TEMPLATES INC,healthcare
IDT,IDT CORP CLASS B,communication-services
LMNR,LIMONEIRA,consumer-defensive
KALV,KALVISTA PHARMACEUTICALS INC,healthcare
VOXX,VOXX INTERNATIONAL CORP CLASS A,consumer-cyclical
BWB,BRIDGEWATER BANCSHARES INC,financial-services
CMRX,CHIMERIX INC,healthcare
WTTR,SELECT ENERGY SERVICES INC CLASS A,energy
SGC,SUPERIOR GROUP OF COMPANIES INC,consumer-cyclical
CSTE,CAESARSTONE LTD,industrials
XBIT,XBIOTECH INC,healthcare
SENEA,SENECA FOODS CORP CLASS A,consumer-defensive
TRC,TEJON RANCH,real-estate
TAST,CARROLS RESTAURANT GROUP INC,consumer-cyclical
TELL,TELLURIAN INC,energy
SFST,SOUTHERN FIRST BANCSHARES INC,financial-services
RRBI,RED RIVER BANCSHARES INC,financial-services
SMBC,SOUTHERN MISSOURI BANCORP INC,financial-services
GNTY,GUARANTY BANCSHARES INC,financial-services
AOUT,AMERICAN OUTDOOR BRANDS INC,consumer-cyclical
APYX,APYX MEDICAL CORP,healthcare
ALGS,ALIGOS THERAPEUTICS INC,healthcare
RM,REGIONAL MANAGEMENT CORP,financial-services
CBMG,CELLULAR BIOMEDICINE GROUP INC,healthcare
